EmployeeID,Age,Department,JobLevel,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,PromotionLast5Years,PerformanceRating,TrainingHoursLastYear,Attrition,SalaryBand,ExperienceLevel
EMP1160,22,Marketing,1,0,5525,2,3,Yes,25.2,No,2,12,No,Medium,0-2 Years
EMP1161,60,Sales,2,9,6837,4,2,Yes,16.6,No,4,6,No,Medium,6+ Years
EMP1162,24,Sales,1,1,4041,2,3,No,3.9,No,2,10,Yes,Low,0-2 Years
EMP1163,22,IT,1,0,5541,5,4,Yes,7.7,No,2,10,No,Medium,0-2 Years
EMP1164,48,Sales,3,7,9705,5,4,Yes,8.4,No,3,16,No,Medium,6+ Years
EMP1165,60,Operations,4,24,12127,5,4,Yes,8.1,No,2,11,No,High,6+ Years
EMP1166,51,Engineering,3,14,12475,4,1,Yes,8.2,No,2,18,No,High,6+ Years
EMP1167,43,Finance,3,12,12410,4,2,No,5,No,2,16,No,High,6+ Years
EMP1168,43,Sales,2,7,7614,3,4,Yes,19.2,No,4,16,No,Medium,6+ Years
EMP1169,46,Operations,4,20,12780,4,1,Yes,7.5,No,3,19,No,High,6+ Years
EMP1170,45,Sales,4,20,12854,4,3,No,12.9,No,2,12,No,High,6+ Years
EMP1171,40,Engineering,4,13,16034,3,3,No,7,No,2,15,No,High,6+ Years
EMP1172,39,Sales,1,0,3774,3,4,No,25.4,No,2,17,No,Low,0-2 Years
EMP1173,37,Operations,4,12,10932,5,2,Yes,9.4,No,4,21,No,High,6+ Years
EMP1174,30,Operations,3,7,8461,3,3,No,8.3,No,3,12,No,Medium,6+ Years
EMP1175,35,Engineering,1,1,6007,3,3,No,22.3,No,2,17,No,Medium,0-2 Years
EMP1176,22,Engineering,1,0,5372,2,3,No,14.3,No,2,18,Yes,Medium,0-2 Years
EMP1177,37,Operations,2,5,6907,3,3,No,6.8,No,3,16,No,Medium,3-5 Years
EMP1178,28,Operations,3,5,7697,4,2,Yes,9.6,No,3,14,No,Medium,3-5 Years
EMP1179,26,Marketing,1,0,4333,2,2,No,15.8,No,2,19,Yes,Low,0-2 Years
EMP1180,39,IT,3,12,10943,4,3,Yes,3.7,No,2,17,No,High,6+ Years
EMP1181,51,Engineering,2,2,8328,4,3,No,13.1,No,3,18,No,Medium,0-2 Years
EMP1182,47,Sales,5,17,14323,4,3,Yes,8.5,No,3,11,No,High,6+ Years
EMP1183,22,Sales,1,0,4644,5,4,Yes,8,No,3,15,No,Low,0-2 Years
EMP1184,28,Finance,1,1,5537,3,3,No,20.4,No,2,16,No,Medium,0-2 Years
EMP1185,47,Engineering,2,4,8665,1,3,Yes,16.2,No,3,12,No,Medium,3-5 Years
EMP1186,28,Sales,2,2,6397,5,4,No,7.7,No,4,14,No,Medium,0-2 Years
EMP1187,35,Engineering,3,8,11662,2,3,Yes,17.5,No,2,6,Yes,High,6+ Years
EMP1188,43,Marketing,2,5,8776,5,3,No,28.4,No,2,11,No,Medium,3-5 Years
EMP1189,28,Sales,3,5,8235,5,1,No,8.6,No,2,17,No,Medium,3-5 Years
EMP1190,39,Sales,3,7,8762,5,3,Yes,3.1,Yes,2,12,Yes,Medium,6+ Years
EMP1191,24,IT,2,2,8419,5,2,No,17.5,No,4,16,No,Medium,0-2 Years
EMP1192,31,Engineering,2,4,8451,1,3,Yes,13.6,No,3,23,No,Medium,3-5 Years
EMP1193,41,Sales,5,17,14273,1,2,Yes,6.1,No,3,13,No,High,6+ Years
EMP1194,22,Finance,1,0,4680,3,3,No,2.7,No,1,13,No,Low,0-2 Years
EMP1195,42,Operations,3,13,9571,4,3,No,8.7,No,2,18,No,Medium,6+ Years
EMP1196,37,Marketing,4,14,12877,2,2,No,13.9,Yes,3,15,No,High,6+ Years
EMP1197,43,Engineering,2,9,9377,4,4,No,19.3,No,3,20,No,Medium,6+ Years
EMP1198,40,Operations,3,11,9064,1,3,No,9.4,No,3,14,No,Medium,6+ Years
EMP1199,51,HR,3,6,7829,4,2,No,2.2,No,3,18,No,Medium,6+ Years
EMP1200,39,Engineering,3,6,11498,3,3,No,17.4,No,3,18,No,High,6+ Years
EMP1201,33,Marketing,3,10,10883,3,3,No,5,No,4,8,No,High,6+ Years
EMP1202,39,Finance,3,12,12599,5,3,No,5.6,No,3,12,No,High,6+ Years
EMP1203,43,Marketing,4,14,11747,4,3,No,4,No,3,9,No,High,6+ Years
EMP1204,38,IT,3,6,11223,2,1,No,8.9,No,4,14,No,High,6+ Years
EMP1205,38,Marketing,3,5,9108,5,2,Yes,13.7,No,3,13,No,Medium,3-5 Years
EMP1206,30,Operations,3,6,8289,3,4,No,2.2,No,1,17,No,Medium,6+ Years
EMP1207,31,Marketing,3,7,10251,4,2,No,9.2,No,2,13,No,High,6+ Years
EMP1208,23,Engineering,1,1,7343,4,4,Yes,19.1,No,3,19,No,Medium,0-2 Years
EMP1209,55,Marketing,5,32,17638,4,3,No,17.7,No,3,18,No,High,6+ Years
EMP1210,25,Sales,2,3,6814,3,4,No,5.3,No,3,8,No,Medium,3-5 Years
EMP1211,31,Sales,2,7,6893,4,2,Yes,7.5,No,3,13,No,Medium,6+ Years
EMP1212,30,Operations,1,2,4016,2,3,No,5.1,No,3,9,No,Low,0-2 Years
EMP1213,46,Finance,2,2,7493,3,2,No,10.6,No,3,10,No,Medium,0-2 Years
EMP1214,35,Sales,2,4,6541,1,4,No,11.8,Yes,3,13,Yes,Medium,3-5 Years
EMP1215,50,Engineering,2,2,8462,3,2,No,6.8,No,3,12,No,Medium,0-2 Years
EMP1216,31,Sales,2,4,7610,3,3,No,10.3,No,3,22,No,Medium,3-5 Years
EMP1217,40,Operations,4,14,11166,5,4,No,4.6,No,3,16,No,High,6+ Years
EMP1218,29,Sales,2,7,7627,3,2,No,17.7,No,2,15,No,Medium,6+ Years
EMP1219,59,Finance,4,16,14647,5,1,No,13.5,No,2,12,No,High,6+ Years
EMP1220,26,Marketing,1,1,5626,3,3,No,3.9,No,2,21,No,Medium,0-2 Years
EMP1221,41,HR,1,1,3198,3,3,No,5.3,No,1,15,No,Low,0-2 Years
EMP1222,44,Engineering,3,11,12621,3,3,No,9.7,No,2,20,Yes,High,6+ Years
EMP1223,42,Engineering,3,15,13164,4,3,Yes,1.6,No,3,10,No,High,6+ Years
EMP1224,36,Operations,2,3,6280,4,1,Yes,6.8,No,2,23,No,Medium,3-5 Years
EMP1225,36,Operations,2,8,7618,4,3,No,15.6,No,2,11,No,Medium,6+ Years
EMP1226,38,Finance,1,1,5589,4,2,No,6.9,No,3,20,No,Medium,0-2 Years
EMP1227,36,Finance,2,11,9789,3,1,No,19.6,No,2,4,No,Medium,6+ Years
EMP1228,47,Sales,2,13,8335,3,2,Yes,15.5,No,2,14,No,Medium,6+ Years
EMP1229,60,Sales,4,10,11523,3,3,Yes,14.3,No,3,12,No,High,6+ Years
EMP1230,32,Operations,3,8,8918,1,3,No,14.1,No,3,9,No,Medium,6+ Years
EMP1231,24,Operations,2,2,6080,5,3,Yes,14.6,No,2,15,No,Medium,0-2 Years
EMP1232,37,Finance,3,9,12031,2,4,No,5.5,No,3,15,No,High,6+ Years
EMP1233,60,Marketing,3,23,12987,2,3,No,1.7,No,2,20,Yes,High,6+ Years
EMP1234,29,Engineering,1,0,5970,4,2,No,6.5,No,4,17,No,Medium,0-2 Years
EMP1235,54,Sales,3,24,11785,1,3,Yes,12.9,Yes,2,9,No,High,6+ Years
EMP1236,54,Finance,3,27,14190,4,4,No,16.1,No,3,14,Yes,High,6+ Years
EMP1237,32,IT,2,3,8975,5,1,No,7.1,No,4,14,No,Medium,3-5 Years
EMP1238,43,Engineering,5,17,18956,3,4,No,8.2,No,3,18,Yes,High,6+ Years
EMP1239,54,Engineering,3,5,12003,5,3,No,9.3,Yes,2,19,No,High,3-5 Years
EMP1240,34,Engineering,1,1,6062,3,3,Yes,1,No,3,17,Yes,Medium,0-2 Years
EMP1241,35,Sales,1,2,4391,3,3,Yes,8.4,No,2,18,No,Low,0-2 Years
EMP1242,32,HR,2,7,7146,5,2,Yes,8.3,No,3,18,No,Medium,6+ Years
EMP1243,27,IT,2,2,8564,3,4,No,10.2,No,3,19,No,Medium,0-2 Years
EMP1244,31,Operations,1,1,3858,3,4,No,11.9,No,2,14,No,Low,0-2 Years
EMP1245,25,Operations,1,1,4776,4,4,Yes,4.7,No,3,17,No,Low,0-2 Years
EMP1246,38,Marketing,3,13,11708,3,2,No,8.6,Yes,3,13,No,High,6+ Years
EMP1247,30,HR,2,2,5903,3,3,No,8.9,No,3,14,No,Medium,0-2 Years
EMP1248,40,IT,3,15,13473,4,3,Yes,20.1,No,2,18,No,High,6+ Years
EMP1249,22,Engineering,1,0,6383,4,3,No,8.6,No,3,11,No,Medium,0-2 Years
EMP1250,41,IT,1,0,5220,4,3,No,12,No,2,11,No,Medium,0-2 Years
EMP1251,46,Operations,3,11,9421,4,4,No,2.3,No,2,12,No,Medium,6+ Years
EMP1252,22,Engineering,1,0,5114,3,2,Yes,3.6,No,2,17,No,Medium,0-2 Years
EMP1253,41,HR,3,13,9327,3,3,No,7.8,No,3,9,No,Medium,6+ Years
EMP1254,50,Engineering,5,18,17787,5,3,Yes,29.3,No,3,17,No,High,6+ Years
EMP1255,25,Sales,1,1,4746,4,3,No,9.7,No,4,15,No,Low,0-2 Years
EMP1256,54,Engineering,3,18,13838,2,2,Yes,4.1,No,3,15,No,High,6+ Years
EMP1257,42,Operations,2,8,6785,4,3,No,3.9,No,3,13,No,Medium,6+ Years
EMP1258,30,Operations,3,6,9305,3,3,No,3.4,No,2,13,No,Medium,6+ Years
EMP1259,37,Engineering,3,13,12289,1,3,No,6.2,No,2,18,No,High,6+ Years
EMP1260,43,Engineering,2,4,7930,3,2,No,5.3,No,3,15,No,Medium,3-5 Years
EMP1261,38,Marketing,2,8,8185,5,4,No,4,No,2,11,No,Medium,6+ Years
EMP1262,43,Engineering,3,20,14482,3,4,Yes,10.2,Yes,2,10,No,High,6+ Years
EMP1263,28,HR,3,6,8089,5,4,No,4.9,No,2,22,No,Medium,6+ Years
EMP1264,39,Finance,2,8,8603,2,3,Yes,1.4,No,3,15,Yes,Medium,6+ Years
EMP1265,23,HR,1,1,3325,3,3,No,12,No,3,21,No,Low,0-2 Years
EMP1266,36,Sales,2,8,7214,1,3,No,3.1,No,2,22,No,Medium,6+ Years
EMP1267,28,HR,1,0,3428,2,4,No,25.8,No,3,23,No,Low,0-2 Years
EMP1268,30,Engineering,2,5,9271,3,3,Yes,12.4,No,2,15,No,Medium,3-5 Years
EMP1269,50,Engineering,5,17,18314,3,2,No,2.5,No,3,19,No,High,6+ Years
EMP1270,48,Engineering,3,7,11375,3,3,No,9.6,No,3,18,No,High,6+ Years
EMP1271,44,Engineering,5,20,18436,2,2,Yes,8.2,No,4,13,No,High,6+ Years
EMP1272,27,Operations,2,2,6903,3,3,No,21,No,2,17,No,Medium,0-2 Years
EMP1273,34,Finance,1,1,5437,2,3,Yes,4.7,No,3,10,No,Medium,0-2 Years
EMP1274,50,Finance,4,23,15324,4,3,Yes,26.7,Yes,3,21,No,High,6+ Years
EMP1275,39,HR,3,8,8493,5,3,No,7.4,No,3,13,No,Medium,6+ Years
EMP1276,60,Sales,2,3,6045,4,4,Yes,5.1,No,2,20,No,Medium,3-5 Years
EMP1277,41,Engineering,1,1,6624,3,3,No,3.2,No,3,11,No,Medium,0-2 Years
EMP1278,39,Operations,3,13,9303,5,3,Yes,26.8,No,2,18,No,Medium,6+ Years
EMP1279,34,Engineering,4,12,14420,4,2,Yes,10.1,No,3,13,No,High,6+ Years
EMP1280,39,Marketing,1,1,5418,2,2,No,4.1,No,2,16,Yes,Medium,0-2 Years
EMP1281,36,Sales,1,1,4406,4,2,Yes,2.1,No,3,19,Yes,Low,0-2 Years
EMP1282,45,IT,4,21,15472,5,2,No,14.3,No,2,15,No,High,6+ Years
EMP1283,47,IT,3,6,11376,2,3,No,3.5,No,3,18,No,High,6+ Years
EMP1284,30,Sales,2,5,7575,3,2,Yes,7.8,No,1,13,Yes,Medium,3-5 Years
EMP1285,24,Finance,1,1,5444,3,3,No,6.4,Yes,2,9,No,Medium,0-2 Years
EMP1286,22,Sales,1,0,4017,2,2,No,6.2,No,1,17,No,Low,0-2 Years
EMP1287,43,Marketing,2,3,6327,3,3,No,8.3,No,2,12,No,Medium,3-5 Years
EMP1288,26,Sales,2,2,5874,4,2,No,21.4,Yes,1,23,No,Medium,0-2 Years
EMP1289,22,Sales,1,0,4258,3,2,Yes,12.4,No,2,19,No,Low,0-2 Years
EMP1290,41,Sales,3,12,9246,3,3,No,5,No,1,12,No,Medium,6+ Years
EMP1291,60,IT,5,19,17580,3,3,Yes,4,No,2,15,No,High,6+ Years
EMP1292,37,Operations,2,4,7444,4,2,No,11.4,No,2,20,No,Medium,3-5 Years
EMP1293,46,Sales,3,22,12015,5,2,Yes,26.3,No,2,14,Yes,High,6+ Years
EMP1294,38,Marketing,1,1,4740,4,2,No,30.1,No,2,17,No,Low,0-2 Years
EMP1295,37,Sales,3,7,9219,4,3,No,14.4,No,3,13,No,Medium,6+ Years
EMP1296,47,Engineering,4,18,15359,3,3,Yes,3,No,2,13,No,High,6+ Years
EMP1297,35,Operations,3,8,9541,5,3,No,2,No,3,10,No,Medium,6+ Years
EMP1298,40,Sales,2,3,6785,3,3,Yes,12.1,No,2,8,No,Medium,3-5 Years
EMP1299,41,Marketing,3,15,11775,5,2,No,5.5,No,2,17,Yes,High,6+ Years
EMP1300,31,Engineering,1,2,5906,4,3,Yes,4.7,No,3,16,No,Medium,0-2 Years
EMP1301,47,Sales,2,9,8450,4,3,No,9.3,No,3,23,No,Medium,6+ Years
EMP1302,36,HR,2,5,6130,3,3,No,14.5,No,2,23,No,Medium,3-5 Years
EMP1303,30,IT,3,8,10757,4,3,No,8,No,2,9,No,High,6+ Years
EMP1304,43,Operations,2,6,6693,2,3,No,3.5,Yes,3,19,No,Medium,6+ Years
EMP1305,29,Sales,2,3,6406,3,2,Yes,28.1,No,4,13,No,Medium,3-5 Years
EMP1306,38,Operations,2,3,6832,4,3,No,8.7,No,3,16,No,Medium,3-5 Years
EMP1307,37,IT,2,2,8109,5,2,No,4.1,No,4,12,Yes,Medium,0-2 Years
EMP1308,48,Engineering,3,18,13768,4,3,Yes,19.1,No,2,12,Yes,High,6+ Years
EMP1309,42,Engineering,3,11,12108,3,3,No,11.4,No,2,12,No,High,6+ Years
EMP1310,37,Sales,2,13,7827,4,3,No,9.7,No,2,16,No,Medium,6+ Years
EMP1311,46,Engineering,3,12,12600,4,3,Yes,5.6,No,3,9,No,High,6+ Years
EMP1312,51,Finance,4,24,15965,2,3,No,12.9,Yes,2,9,No,High,6+ Years
EMP1313,43,Engineering,2,3,8069,5,2,No,5.6,No,3,14,No,Medium,3-5 Years
EMP1314,38,Sales,2,9,8111,5,3,No,13.5,Yes,4,15,No,Medium,6+ Years
EMP1315,24,Engineering,1,0,6468,3,4,No,2.9,No,3,12,No,Medium,0-2 Years
EMP1316,27,HR,2,5,6197,1,4,No,3.9,No,3,12,No,Medium,3-5 Years
EMP1317,34,Marketing,2,4,7504,5,3,Yes,11.2,No,2,12,No,Medium,3-5 Years
EMP1318,31,Finance,1,0,4175,2,4,No,10.1,No,3,14,No,Low,0-2 Years
EMP1319,36,Sales,1,1,5551,4,1,Yes,5.3,No,3,8,No,Medium,0-2 Years
EMP1320,38,HR,3,10,8539,3,3,No,9.6,No,3,19,No,Medium,6+ Years
EMP1321,43,Engineering,3,14,13441,5,2,No,11.8,Yes,3,10,No,High,6+ Years
EMP1322,37,IT,1,4,6097,5,2,Yes,21.3,No,2,8,Yes,Medium,3-5 Years
EMP1323,42,Engineering,3,6,11701,4,3,No,12.5,No,3,14,No,High,6+ Years
EMP1324,38,Sales,3,5,9111,2,3,No,1.4,No,2,17,No,Medium,3-5 Years
EMP1325,22,Sales,1,0,4270,4,3,No,22.7,No,3,11,Yes,Low,0-2 Years
EMP1326,28,Engineering,1,1,5367,4,3,No,10.4,No,4,17,No,Medium,0-2 Years
EMP1327,36,Sales,1,1,4587,2,3,No,10.6,No,3,17,No,Low,0-2 Years
EMP1328,25,Marketing,2,2,6592,4,2,No,8.3,Yes,2,13,Yes,Medium,0-2 Years
EMP1329,43,Operations,1,0,3768,2,3,No,6.1,Yes,2,14,No,Low,0-2 Years
EMP1330,53,Engineering,5,24,18884,3,1,Yes,26,Yes,4,12,Yes,High,6+ Years
EMP1331,50,Marketing,3,25,12789,3,3,No,10,Yes,2,17,No,High,6+ Years
EMP1332,35,Finance,3,10,11078,4,2,No,6.3,No,3,15,Yes,High,6+ Years
EMP1333,52,Engineering,4,19,15440,3,3,Yes,12.4,Yes,3,11,No,High,6+ Years
EMP1334,39,Sales,2,4,6993,4,2,Yes,2.6,No,3,10,No,Medium,3-5 Years
EMP1335,34,Sales,3,6,9326,3,3,No,22.2,No,4,19,No,Medium,6+ Years
EMP1336,31,Operations,1,0,3506,4,4,No,11.1,No,3,7,No,Low,0-2 Years
EMP1337,34,Operations,2,2,6189,3,2,No,11.8,No,3,15,No,Medium,0-2 Years
EMP1338,34,Sales,2,2,6976,3,3,No,16.2,No,3,19,No,Medium,0-2 Years
EMP1339,39,Sales,1,1,4700,4,2,No,2.4,No,3,15,No,Low,0-2 Years
EMP1340,39,Operations,2,4,5874,2,3,Yes,5.5,No,3,19,No,Medium,3-5 Years
EMP1341,38,HR,4,16,11319,2,3,No,11.2,Yes,4,22,No,High,6+ Years
EMP1342,42,Operations,5,17,13469,5,3,Yes,7.9,No,4,16,No,High,6+ Years
EMP1343,49,Sales,1,0,4575,3,1,Yes,7.1,No,3,25,No,Low,0-2 Years
EMP1344,47,IT,3,14,12558,3,3,No,5.5,No,4,12,No,High,6+ Years
EMP1345,23,Operations,1,1,3340,4,3,No,4.7,No,2,10,No,Low,0-2 Years
EMP1346,22,Sales,1,0,4413,3,3,No,3.1,No,3,13,No,Low,0-2 Years
EMP1347,47,Marketing,3,8,10675,4,3,No,3.2,No,3,20,No,High,6+ Years
EMP1348,24,Sales,2,2,7318,2,4,Yes,11.2,No,2,20,No,Medium,0-2 Years
EMP1349,35,Engineering,3,6,12197,4,3,Yes,25.9,No,4,14,No,High,6+ Years
EMP1350,26,Finance,1,4,6112,2,3,Yes,4.5,No,4,11,No,Medium,3-5 Years
EMP1351,22,Engineering,1,0,6345,4,2,Yes,4.3,No,1,16,No,Medium,0-2 Years
EMP1352,43,Finance,2,12,9771,3,2,No,27.9,Yes,3,13,No,Medium,6+ Years
EMP1353,45,Sales,3,18,10683,4,3,No,15.3,No,2,15,No,High,6+ Years
EMP1354,32,Finance,3,7,11524,2,4,Yes,7.5,Yes,2,10,No,High,6+ Years
EMP1355,22,Engineering,1,0,5676,3,2,No,11.7,No,2,13,Yes,Medium,0-2 Years
EMP1356,32,Operations,3,9,8856,4,2,No,26.7,No,2,9,No,Medium,6+ Years
EMP1357,41,Sales,4,19,13201,4,3,No,6.5,No,3,16,No,High,6+ Years
EMP1358,23,Engineering,1,0,5541,5,4,Yes,9.7,No,3,11,No,Medium,0-2 Years
EMP1359,39,HR,3,13,8482,3,3,No,10.4,No,3,16,No,Medium,6+ Years
EMP1360,37,Engineering,3,5,11064,3,2,Yes,4.7,No,3,12,No,High,3-5 Years
EMP1361,43,Engineering,3,20,14022,1,1,Yes,12.1,No,3,21,No,High,6+ Years
EMP1362,39,Engineering,4,11,15966,5,4,Yes,2.5,No,2,13,No,High,6+ Years
EMP1363,28,IT,1,2,6698,2,3,No,8.2,No,3,18,No,Medium,0-2 Years
EMP1364,49,Sales,4,22,13591,5,2,Yes,4.4,Yes,3,12,No,High,6+ Years
EMP1365,36,Operations,3,6,9242,4,3,No,25.8,No,2,12,No,Medium,6+ Years
EMP1366,37,Marketing,1,0,5144,5,3,No,6.3,No,2,15,No,Medium,0-2 Years
EMP1367,28,Engineering,1,1,5841,3,3,No,19.5,No,3,23,No,Medium,0-2 Years
EMP1368,33,Marketing,3,6,9869,3,4,Yes,12.7,No,3,16,No,Medium,6+ Years
EMP1369,29,Operations,3,7,8476,2,2,No,7.6,No,2,14,Yes,Medium,6+ Years
EMP1370,36,HR,1,3,3968,3,4,No,13.2,Yes,3,27,No,Low,3-5 Years
EMP1371,55,Operations,3,10,8955,5,4,No,9.9,No,3,18,No,Medium,6+ Years
EMP1372,24,Sales,1,1,3870,4,1,No,12.4,No,2,14,No,Low,0-2 Years
EMP1373,22,Finance,1,0,5338,3,1,No,2.7,No,2,15,No,Medium,0-2 Years
EMP1374,52,Engineering,3,15,13001,3,3,Yes,4.7,No,2,17,No,High,6+ Years
EMP1375,35,Engineering,2,2,8613,4,1,No,1.7,No,2,18,No,Medium,0-2 Years
EMP1376,31,Marketing,3,6,10741,4,3,No,28.7,No,4,16,No,High,6+ Years
EMP1377,48,HR,4,26,12800,3,3,No,19,No,4,14,No,High,6+ Years
EMP1378,31,Engineering,2,2,9582,3,3,No,9.7,No,2,18,No,Medium,0-2 Years
EMP1379,56,Engineering,4,10,14013,4,4,Yes,7,No,2,14,No,High,6+ Years
EMP1380,44,Marketing,4,15,13688,3,4,No,1,No,2,16,No,High,6+ Years
EMP1381,33,HR,2,6,6606,5,2,Yes,4.6,No,2,12,No,Medium,6+ Years
EMP1382,59,Engineering,4,11,14801,3,3,Yes,2.7,No,2,15,No,High,6+ Years
EMP1383,31,Sales,3,7,8487,3,3,Yes,5.9,No,2,19,No,Medium,6+ Years
EMP1384,45,Operations,2,2,6350,4,3,No,10.1,No,2,9,No,Medium,0-2 Years
EMP1385,40,Operations,1,1,5487,3,3,Yes,5.1,No,4,16,No,Medium,0-2 Years
EMP1386,51,Sales,4,27,14170,2,4,Yes,4.4,No,3,19,No,High,6+ Years
EMP1387,53,Engineering,3,5,11526,5,3,No,6.7,No,2,15,No,High,3-5 Years
EMP1388,38,Sales,5,15,14024,4,3,Yes,12.4,No,3,12,No,High,6+ Years
EMP1389,30,Operations,2,3,6624,3,4,No,3.5,No,2,19,No,Medium,3-5 Years
EMP1390,42,Operations,4,14,12121,3,3,No,5,No,2,13,No,High,6+ Years
EMP1391,31,Sales,1,1,4465,3,2,No,8.8,No,3,19,Yes,Low,0-2 Years
EMP1392,58,Operations,5,19,13862,4,2,No,5.2,No,3,12,No,High,6+ Years
EMP1393,39,Sales,5,17,14252,3,1,Yes,16,No,3,17,No,High,6+ Years
EMP1394,34,Engineering,1,1,5922,3,2,No,2.3,No,2,13,No,Medium,0-2 Years
EMP1395,39,IT,1,1,6048,4,3,No,3.4,No,2,21,No,Medium,0-2 Years
EMP1396,24,Operations,1,0,4965,2,1,No,2.6,No,2,11,No,Low,0-2 Years
EMP1397,28,Operations,1,3,4323,4,2,No,5.1,No,2,17,No,Low,3-5 Years
EMP1398,50,HR,1,1,4334,3,2,No,5.5,Yes,2,14,No,Low,0-2 Years
EMP1399,31,Engineering,3,8,12201,3,3,Yes,8.5,No,2,14,No,High,6+ Years
EMP1400,27,Operations,1,0,4195,5,1,No,2.9,No,1,5,No,Low,0-2 Years
EMP1401,43,Finance,3,15,12365,4,3,No,3.8,No,2,26,No,High,6+ Years
EMP1402,49,Engineering,4,10,14893,3,4,No,4.8,No,2,17,No,High,6+ Years
EMP1403,45,HR,3,22,10042,4,2,No,2.3,No,2,24,No,High,6+ Years
EMP1404,47,Operations,2,5,6599,4,2,No,4.3,No,4,18,No,Medium,3-5 Years
EMP1405,30,IT,1,2,6092,5,2,No,6,No,3,19,No,Medium,0-2 Years
EMP1406,23,Finance,1,1,5125,4,2,No,4.9,No,3,20,No,Medium,0-2 Years
EMP1407,53,Finance,3,11,11579,4,2,No,17.4,Yes,3,15,Yes,High,6+ Years
EMP1408,34,Sales,3,6,8986,4,2,No,22.8,No,2,9,No,Medium,6+ Years
EMP1409,35,Marketing,1,0,6011,1,3,No,33.7,No,3,11,No,Medium,0-2 Years
EMP1410,51,Finance,2,8,8487,4,3,No,1.7,No,3,17,No,Medium,6+ Years
EMP1411,43,Sales,5,19,15050,4,3,No,8.9,No,2,24,No,High,6+ Years
EMP1412,42,Operations,3,5,8546,3,4,No,1.8,No,3,16,No,Medium,3-5 Years
EMP1413,59,IT,4,10,14776,4,3,No,32.8,No,2,6,No,High,6+ Years
EMP1414,31,Sales,2,2,6199,5,4,No,11.2,No,2,15,No,Medium,0-2 Years
EMP1415,47,Operations,2,3,5388,2,3,Yes,13,No,2,9,Yes,Medium,3-5 Years
EMP1416,38,Finance,3,9,11196,3,3,No,13.8,Yes,4,20,No,High,6+ Years
EMP1417,40,Marketing,4,18,14085,2,3,No,15,No,2,19,No,High,6+ Years
EMP1418,53,Operations,4,28,13279,3,3,No,3.2,No,3,16,No,High,6+ Years
EMP1419,43,Engineering,3,5,11476,4,3,Yes,3.9,Yes,3,15,No,High,3-5 Years
EMP1420,43,Operations,1,0,5187,3,3,No,10.4,No,4,15,No,Medium,0-2 Years
EMP1421,48,Engineering,2,7,9086,2,3,No,9.6,No,3,21,No,Medium,6+ Years
EMP1422,34,Operations,2,7,7392,3,3,No,10.5,No,2,16,No,Medium,6+ Years
EMP1423,29,HR,1,0,3509,5,3,No,1.2,No,4,11,Yes,Low,0-2 Years
EMP1424,27,Sales,3,5,9425,4,2,Yes,8.2,No,2,8,Yes,Medium,3-5 Years
EMP1425,22,Engineering,1,0,5965,5,2,No,15,No,3,12,No,Medium,0-2 Years
EMP1426,58,Sales,3,16,10744,4,4,Yes,3,No,4,26,No,High,6+ Years
EMP1427,26,Sales,2,2,6278,3,4,No,9.3,No,2,12,No,Medium,0-2 Years
EMP1428,35,Sales,1,0,4547,4,2,No,6.3,No,3,20,No,Low,0-2 Years
EMP1429,35,Operations,3,12,9444,4,2,No,10.1,No,2,14,No,Medium,6+ Years
EMP1430,41,Operations,2,2,5473,4,4,No,9,No,3,16,No,Medium,0-2 Years
EMP1431,46,IT,1,1,5703,3,3,No,20,No,2,17,No,Medium,0-2 Years
EMP1432,46,Operations,2,2,6313,3,1,No,6.3,No,2,16,No,Medium,0-2 Years
EMP1433,32,Operations,2,8,6703,4,2,No,7.9,No,2,17,No,Medium,6+ Years
EMP1434,36,Sales,3,10,9687,4,3,No,10.2,No,2,12,No,Medium,6+ Years
EMP1435,40,Operations,3,15,9717,3,1,No,1.7,No,4,18,No,Medium,6+ Years
EMP1436,35,Operations,3,7,8907,3,3,Yes,8.6,No,3,12,No,Medium,6+ Years
EMP1437,54,Sales,4,20,12815,4,3,Yes,1,No,2,14,No,High,6+ Years
EMP1438,42,Finance,3,11,12740,4,3,No,15.4,No,3,17,No,High,6+ Years
EMP1439,45,HR,2,11,6265,3,2,No,20.5,No,3,16,No,Medium,6+ Years
EMP1440,44,IT,1,0,5403,3,4,No,4.3,No,3,18,No,Medium,0-2 Years
EMP1441,49,Finance,4,19,15289,5,2,No,17.9,No,3,21,No,High,6+ Years
EMP1442,39,IT,2,7,9262,4,3,Yes,25.8,No,2,19,No,Medium,6+ Years
EMP1443,25,Sales,1,0,4718,3,2,Yes,20,No,4,14,No,Low,0-2 Years
EMP1444,41,Sales,4,19,11146,3,2,No,6.2,No,3,11,No,High,6+ Years
EMP1445,31,IT,2,5,8778,3,3,No,2.7,Yes,3,5,No,Medium,3-5 Years
EMP1446,32,Sales,3,6,9003,4,2,Yes,22.9,No,2,11,No,Medium,6+ Years
EMP1447,43,Engineering,2,8,9904,4,3,No,6.5,No,3,17,No,Medium,6+ Years
EMP1448,50,Marketing,4,16,13577,5,1,No,20.6,Yes,3,13,No,High,6+ Years
EMP1449,38,Operations,2,9,7236,2,3,No,2.5,No,2,11,Yes,Medium,6+ Years
EMP1450,41,Engineering,2,3,8798,2,2,No,8.4,No,3,14,No,Medium,3-5 Years
